,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
0,43549,POL,Europe,Poland,2020-03-04,1.0,1.0,,,,,0.026000000000000002,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
1,43550,POL,Europe,Poland,2020-03-05,1.0,0.0,,,,,0.026000000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
2,43551,POL,Europe,Poland,2020-03-06,5.0,4.0,,,,,0.132,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
3,43552,POL,Europe,Poland,2020-03-07,5.0,0.0,,,,,0.132,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
4,43553,POL,Europe,Poland,2020-03-08,11.0,6.0,,,,,0.29100000000000004,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
5,43554,POL,Europe,Poland,2020-03-09,16.0,5.0,2.286,,,0.0,0.423,0.132,0.06,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,13.89,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
6,43555,POL,Europe,Poland,2020-03-10,22.0,6.0,3.1430000000000002,,,0.0,0.581,0.159,0.083,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
7,43556,POL,Europe,Poland,2020-03-11,31.0,9.0,4.2860000000000005,,,0.0,0.8190000000000001,0.23800000000000002,0.113,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
8,43557,POL,Europe,Poland,2020-03-12,49.0,18.0,6.857,1.0,1.0,0.14300000000000002,1.295,0.47600000000000003,0.18100000000000002,0.026000000000000002,0.026000000000000002,0.004,,,,,,,,,,,,,,,,,,,,,,,,41.67,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
9,43558,POL,Europe,Poland,2020-03-13,68.0,19.0,9.0,2.0,1.0,0.28600000000000003,1.797,0.502,0.23800000000000002,0.053,0.026000000000000002,0.008,,,,,,,,,,,,,,,,,,,,,,,,41.67,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
10,43559,POL,Europe,Poland,2020-03-14,103.0,35.0,14.0,3.0,1.0,0.429,2.722,0.925,0.37,0.079,0.026000000000000002,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,49.07,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
11,43560,POL,Europe,Poland,2020-03-15,119.0,16.0,15.429,3.0,0.0,0.429,3.1439999999999997,0.423,0.408,0.079,0.0,0.011000000000000001,2.27,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
12,43561,POL,Europe,Poland,2020-03-16,177.0,58.0,23.0,4.0,1.0,0.5710000000000001,4.677,1.5330000000000001,0.608,0.106,0.026000000000000002,0.015,2.33,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
13,43562,POL,Europe,Poland,2020-03-17,238.0,61.0,30.857,5.0,1.0,0.7140000000000001,6.289,1.6119999999999999,0.815,0.132,0.026000000000000002,0.019,2.31,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
14,43563,POL,Europe,Poland,2020-03-18,251.0,13.0,31.429000000000002,5.0,0.0,0.7140000000000001,6.632000000000001,0.34299999999999997,0.83,0.132,0.0,0.019,2.26,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
15,43564,POL,Europe,Poland,2020-03-19,355.0,104.0,43.714,5.0,0.0,0.5710000000000001,9.38,2.748,1.155,0.132,0.0,0.015,2.31,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
16,43565,POL,Europe,Poland,2020-03-20,425.0,70.0,51.0,5.0,0.0,0.429,11.23,1.85,1.348,0.132,0.0,0.011000000000000001,2.25,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
17,43566,POL,Europe,Poland,2020-03-21,536.0,111.0,61.857,5.0,0.0,0.28600000000000003,14.162,2.9330000000000003,1.6340000000000001,0.132,0.0,0.008,2.22,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
18,43567,POL,Europe,Poland,2020-03-22,634.0,98.0,73.571,7.0,2.0,0.5710000000000001,16.752,2.589,1.944,0.185,0.053,0.015,2.15,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
19,43568,POL,Europe,Poland,2020-03-23,749.0,115.0,81.714,8.0,1.0,0.5710000000000001,19.79,3.0389999999999997,2.1590000000000003,0.21100000000000002,0.026000000000000002,0.015,2.11,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
20,43569,POL,Europe,Poland,2020-03-24,901.0,152.0,94.714,10.0,2.0,0.7140000000000001,23.807,4.016,2.503,0.264,0.053,0.019,2.06,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
21,43570,POL,Europe,Poland,2020-03-25,1051.0,150.0,114.286,14.0,4.0,1.286,27.77,3.963,3.02,0.37,0.106,0.034,2.01,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
22,43571,POL,Europe,Poland,2020-03-26,1221.0,170.0,123.714,16.0,2.0,1.571,32.262,4.492,3.2689999999999997,0.423,0.053,0.042,1.96,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
23,43572,POL,Europe,Poland,2020-03-27,1389.0,168.0,137.714,16.0,0.0,1.571,36.701,4.439,3.639,0.423,0.0,0.042,1.91,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
24,43573,POL,Europe,Poland,2020-03-28,1638.0,249.0,157.429,18.0,2.0,1.857,43.28,6.579,4.16,0.47600000000000003,0.053,0.049,1.87,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
25,43574,POL,Europe,Poland,2020-03-29,1862.0,224.0,175.429,22.0,4.0,2.1430000000000002,49.199,5.919,4.635,0.581,0.106,0.057,1.81,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
26,43575,POL,Europe,Poland,2020-03-30,2055.0,193.0,186.571,31.0,9.0,3.286,54.298,5.1,4.93,0.8190000000000001,0.23800000000000002,0.087,1.76,,,,,,,,,,,,,,,,,,,,,,,57.41,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
27,43576,POL,Europe,Poland,2020-03-31,2311.0,256.0,201.429,33.0,2.0,3.286,61.062,6.763999999999999,5.322,0.872,0.053,0.087,1.73,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
28,43577,POL,Europe,Poland,2020-04-01,2554.0,243.0,214.71400000000003,43.0,10.0,4.143,67.483,6.421,5.672999999999999,1.136,0.264,0.109,1.7,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
29,43578,POL,Europe,Poland,2020-04-02,2946.0,392.0,246.429,57.0,14.0,5.857,77.84100000000001,10.357999999999999,6.511,1.506,0.37,0.155,1.68,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
30,43579,POL,Europe,Poland,2020-04-03,3383.0,437.0,284.857,71.0,14.0,7.857,89.387,11.547,7.527,1.876,0.37,0.20800000000000002,1.63,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
31,43580,POL,Europe,Poland,2020-04-04,3627.0,244.0,284.143,79.0,8.0,8.714,95.834,6.447,7.507999999999999,2.0869999999999997,0.21100000000000002,0.23,1.56,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
32,43581,POL,Europe,Poland,2020-04-05,4102.0,475.0,320.0,94.0,15.0,10.286,108.385,12.550999999999998,8.455,2.484,0.396,0.272,1.52,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
33,43582,POL,Europe,Poland,2020-04-06,4413.0,311.0,336.85699999999997,107.0,13.0,10.857000000000001,116.602,8.217,8.901,2.827,0.34299999999999997,0.287,1.45,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
34,43583,POL,Europe,Poland,2020-04-07,4848.0,435.0,362.42900000000003,129.0,22.0,13.714,128.096,11.494000000000002,9.576,3.408,0.581,0.36200000000000004,1.4,,,,,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
35,43584,POL,Europe,Poland,2020-04-08,5205.0,357.0,378.714,159.0,30.0,16.570999999999998,137.529,9.433,10.007,4.2010000000000005,0.7929999999999999,0.43799999999999994,1.34,,,2425.0,64.074,,,,,,,,,,,,,,,,,,,81.48,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
36,43585,POL,Europe,Poland,2020-04-09,5575.0,370.0,375.57099999999997,174.0,15.0,16.714000000000002,147.305,9.776,9.924,4.598,0.396,0.442,1.3,,,,,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
37,43586,POL,Europe,Poland,2020-04-10,5955.0,380.0,367.42900000000003,181.0,7.0,15.714,157.346,10.041,9.708,4.782,0.185,0.415,1.25,,,,,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
38,43587,POL,Europe,Poland,2020-04-11,6356.0,401.0,389.85699999999997,208.0,27.0,18.429000000000002,167.94099999999997,10.595,10.300999999999998,5.496,0.713,0.48700000000000004,1.21,,,,,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
39,43588,POL,Europe,Poland,2020-04-12,6674.0,318.0,367.42900000000003,232.0,24.0,19.714000000000002,176.343,8.402000000000001,9.708,6.13,0.634,0.521,1.16,,,,,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
40,43589,POL,Europe,Poland,2020-04-13,6934.0,260.0,360.14300000000003,245.0,13.0,19.714000000000002,183.213,6.87,9.516,6.474,0.34299999999999997,0.521,1.13,,,2510.0,66.32,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
41,43590,POL,Europe,Poland,2020-04-14,7202.0,268.0,336.286,263.0,18.0,19.143,190.294,7.081,8.885,6.949,0.47600000000000003,0.506,1.12,,,,,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
42,43591,POL,Europe,Poland,2020-04-15,7582.0,380.0,339.57099999999997,286.0,23.0,18.143,200.335,10.041,8.972000000000001,7.557,0.608,0.479,1.12,,,2499.0,66.03,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
43,43592,POL,Europe,Poland,2020-04-16,7918.0,336.0,334.714,314.0,28.0,20.0,209.213,8.878,8.844,8.297,0.74,0.528,1.11,,,2607.0,68.883,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
44,43593,POL,Europe,Poland,2020-04-17,8379.0,461.0,346.286,332.0,18.0,21.570999999999998,221.394,12.181,9.15,8.772,0.47600000000000003,0.57,1.11,,,2673.0,70.627,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
45,43594,POL,Europe,Poland,2020-04-18,8742.0,363.0,340.85699999999997,347.0,15.0,19.857,230.985,9.591000000000001,9.006,9.169,0.396,0.525,1.1,,,,,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
46,43595,POL,Europe,Poland,2020-04-19,9287.0,545.0,373.286,360.0,13.0,18.285999999999998,245.385,14.4,9.863,9.512,0.34299999999999997,0.483,1.09,,,2482.0,65.581,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
47,43596,POL,Europe,Poland,2020-04-20,9593.0,306.0,379.85699999999997,380.0,20.0,19.285999999999998,253.47099999999998,8.085,10.037,10.041,0.528,0.51,1.05,,,2511.0,66.347,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
48,43597,POL,Europe,Poland,2020-04-21,9856.0,263.0,379.14300000000003,401.0,21.0,19.714000000000002,260.42,6.949,10.017999999999999,10.595,0.555,0.521,1.02,,,2914.0,76.995,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
49,43598,POL,Europe,Poland,2020-04-22,10169.0,313.0,369.57099999999997,426.0,25.0,20.0,268.69,8.27,9.765,11.255999999999998,0.6609999999999999,0.528,1.01,,,3505.0,92.611,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
50,43599,POL,Europe,Poland,2020-04-23,10511.0,342.0,370.42900000000003,454.0,28.0,20.0,277.726,9.036,9.788,11.995999999999999,0.74,0.528,1.01,,,3099.0,81.883,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
51,43600,POL,Europe,Poland,2020-04-24,10892.0,381.0,359.0,494.0,40.0,23.143,287.793,10.067,9.486,13.052999999999999,1.057,0.611,1.01,,,3095.0,81.777,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
52,43601,POL,Europe,Poland,2020-04-25,11273.0,381.0,361.57099999999997,524.0,30.0,25.285999999999998,297.86,10.067,9.554,13.845,0.7929999999999999,0.6679999999999999,1.0,,,2821.0,74.538,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
53,43602,POL,Europe,Poland,2020-04-26,11617.0,344.0,332.85699999999997,535.0,11.0,25.0,306.95,9.089,8.795,14.136,0.29100000000000004,0.6609999999999999,0.99,,,2749.0,72.635,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
54,43603,POL,Europe,Poland,2020-04-27,11902.0,285.0,329.85699999999997,562.0,27.0,26.0,314.48,7.53,8.716000000000001,14.849,0.713,0.687,0.97,,,2759.0,72.9,,,,,,,,,,,,,,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
55,43604,POL,Europe,Poland,2020-04-28,12218.0,316.0,337.42900000000003,596.0,34.0,27.857,322.829,8.349,8.916,15.748,0.898,0.736,0.97,,,2934.0,77.523,,,,,281787.0,,7.446000000000001,,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
56,43605,POL,Europe,Poland,2020-04-29,12640.0,422.0,353.0,624.0,28.0,28.285999999999998,333.98,11.15,9.327,16.488,0.74,0.747,0.97,,,2973.0,78.554,,,,,294589.0,12802.0,7.784,0.33799999999999997,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
57,43606,POL,Europe,Poland,2020-04-30,12877.0,237.0,338.0,644.0,20.0,27.143,340.24199999999996,6.2620000000000005,8.931000000000001,17.016,0.528,0.7170000000000001,0.95,,,3012.0,79.584,,,,,307098.0,12509.0,8.113999999999999,0.331,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
58,43607,POL,Europe,Poland,2020-05-01,13105.0,228.0,316.143,651.0,7.0,22.429000000000002,346.26599999999996,6.024,8.353,17.201,0.185,0.593,0.95,,,2789.0,73.692,,,,,322749.0,15651.0,8.527999999999999,0.414,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
59,43608,POL,Europe,Poland,2020-05-02,13375.0,270.0,300.286,664.0,13.0,20.0,353.4,7.1339999999999995,7.934,17.545,0.34299999999999997,0.528,0.97,,,2649.0,69.993,,,,,333362.0,10613.0,8.808,0.28,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
60,43609,POL,Europe,Poland,2020-05-03,13693.0,318.0,296.57099999999997,678.0,14.0,20.429000000000002,361.80300000000005,8.402000000000001,7.836,17.914,0.37,0.54,0.98,,,2761.0,72.952,,,,,342744.0,9382.0,9.056000000000001,0.248,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
61,43610,POL,Europe,Poland,2020-05-04,14006.0,313.0,300.57099999999997,698.0,20.0,19.429000000000002,370.07300000000004,8.27,7.942,18.442999999999998,0.528,0.513,1.0,,,2653.0,70.09899999999999,,,,,350048.0,7304.0,9.249,0.193,,,,,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
62,43611,POL,Europe,Poland,2020-05-05,14431.0,425.0,316.143,716.0,18.0,17.143,381.30199999999996,11.23,8.353,18.918,0.47600000000000003,0.45299999999999996,1.02,,,2738.0,72.345,,,,,359690.0,9642.0,9.504,0.255,11129.0,0.294,0.027999999999999997,35.2,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
63,43612,POL,Europe,Poland,2020-05-06,14740.0,309.0,300.0,733.0,17.0,15.571,389.467,8.165,7.9270000000000005,19.368,0.449,0.41100000000000003,1.02,,,2760.0,72.926,,,,,374694.0,15004.0,9.9,0.396,11444.0,0.302,0.026000000000000002,38.1,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
64,43613,POL,Europe,Poland,2020-05-07,15047.0,307.0,310.0,755.0,22.0,15.857000000000001,397.579,8.112,8.191,19.949,0.581,0.419,1.02,,,2711.0,71.631,,,,,389076.0,14382.0,10.28,0.38,11711.0,0.309,0.026000000000000002,37.8,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
65,43614,POL,Europe,Poland,2020-05-08,15366.0,319.0,323.0,776.0,21.0,17.857,406.00699999999995,8.429,8.533999999999999,20.504,0.555,0.47200000000000003,1.03,,,2758.0,72.873,,,,,405282.0,16206.0,10.709000000000001,0.428,11790.0,0.312,0.027000000000000003,36.5,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
66,43615,POL,Europe,Poland,2020-05-09,15651.0,285.0,325.143,785.0,9.0,17.285999999999998,413.538,7.53,8.591000000000001,20.741999999999997,0.23800000000000002,0.457,1.03,,,2768.0,73.137,,,,,421168.0,15886.0,11.128,0.42,12544.0,0.331,0.026000000000000002,38.6,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
67,43616,POL,Europe,Poland,2020-05-10,15996.0,345.0,329.0,800.0,15.0,17.429000000000002,422.653,9.116,8.693,21.138,0.396,0.461,1.05,,,2658.0,70.23100000000001,,,,,436641.0,15473.0,11.537,0.409,13414.0,0.354,0.025,40.8,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
68,43617,POL,Europe,Poland,2020-05-11,16326.0,330.0,331.42900000000003,811.0,11.0,16.143,431.37300000000005,8.719,8.757,21.429000000000002,0.29100000000000004,0.42700000000000005,1.07,,,2598.0,68.646,,,,,450254.0,13613.0,11.897,0.36,14315.0,0.37799999999999995,0.023,43.2,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
69,43618,POL,Europe,Poland,2020-05-12,16921.0,595.0,355.714,839.0,28.0,17.570999999999998,447.094,15.720999999999998,9.399,22.168000000000003,0.74,0.46399999999999997,1.08,,,2571.0,67.932,,,,,465976.0,15722.0,12.312000000000001,0.415,15184.0,0.401,0.023,42.7,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
70,43619,POL,Europe,Poland,2020-05-13,17204.0,283.0,352.0,861.0,22.0,18.285999999999998,454.57199999999995,7.478,9.301,22.75,0.581,0.483,1.06,,,2648.0,69.967,,,,,485169.0,19193.0,12.819,0.507,15782.0,0.41700000000000004,0.022000000000000002,44.8,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
71,43620,POL,Europe,Poland,2020-05-14,17615.0,411.0,366.85699999999997,883.0,22.0,18.285999999999998,465.431,10.86,9.693,23.331,0.581,0.483,1.06,,,2538.0,67.06,,,,,506733.0,21564.0,13.389000000000001,0.57,16808.0,0.444,0.022000000000000002,45.8,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
72,43621,POL,Europe,Poland,2020-05-15,18016.0,401.0,378.57099999999997,907.0,24.0,18.714000000000002,476.027,10.595,10.003,23.965,0.634,0.494,1.04,,,2579.0,68.143,,,,,526895.0,20162.0,13.922,0.5329999999999999,17373.0,0.45899999999999996,0.022000000000000002,45.9,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
73,43622,POL,Europe,Poland,2020-05-16,18257.0,241.0,372.286,915.0,8.0,18.570999999999998,482.395,6.367999999999999,9.837,24.177,0.21100000000000002,0.491,1.03,,,2407.0,63.599,,,,,549792.0,22897.0,14.527000000000001,0.605,18375.0,0.486,0.02,49.4,people tested,,,,,,83.33,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.865
